YYYY-MM-DD HH:MM:SS,Load (kW)
2012-01-24 07:30:00,154225.0
2012-01-24 07:45:00,150247.0
2012-01-24 08:00:00,147572.0
2012-01-24 08:15:00,151632.0
2012-01-24 08:30:00,158066.0
2012-01-24 08:45:00,167286.0
2012-01-24 09:00:00,174433.0
2012-01-24 09:15:00,189649.0
2012-01-24 09:30:00,192080.0
2012-01-24 09:45:00,194616.0
2012-01-24 10:00:00,199680.0
2012-01-24 10:15:00,210023.0
2012-01-24 10:30:00,220527.0
2012-01-24 10:45:00,212230.0
2012-01-24 11:00:00,213769.0
2012-01-24 11:15:00,218062.0
2012-01-24 11:30:00,209128.0
2012-01-24 11:45:00,216204.0
2012-01-24 12:00:00,218050.0
2012-01-24 12:15:00,221678.0
2012-01-24 12:30:00,226006.0
2012-01-24 12:45:00,220440.0
2012-01-24 13:00:00,232385.0
2012-01-24 13:15:00,222505.0
2012-01-24 13:30:00,228382.0
2012-01-24 13:45:00,234686.0
2012-01-24 14:00:00,232043.0
2012-01-24 14:15:00,223871.0
2012-01-24 14:30:00,225340.0
2012-01-24 14:45:00,224927.0
2012-01-24 15:00:00,230863.0
2012-01-24 15:15:00,223569.0
2012-01-24 15:30:00,219667.0
2012-01-24 15:45:00,236878.0
2012-01-24 16:00:00,230256.0
2012-01-24 16:15:00,224694.0
2012-01-24 16:30:00,225962.0
2012-01-24 16:45:00,230400.0
2012-01-24 17:00:00,233585.0
2012-01-24 17:15:00,242935.0
2012-01-24 17:30:00,233919.0
2012-01-24 17:45:00,233956.0
2012-01-24 18:00:00,251451.0
2012-01-24 18:15:00,254552.0
2012-01-24 18:30:00,251994.0
2012-01-24 18:45:00,256698.0
2012-01-24 19:00:00,255088.0
2012-01-24 19:15:00,247649.0
2012-01-24 19:30:00,257405.0
2012-01-24 19:45:00,255243.0
2012-01-24 20:00:00,240889.0
2012-01-24 20:15:00,243649.0
2012-01-24 20:30:00,233749.0
2012-01-24 20:45:00,230222.0
2012-01-24 21:00:00,233625.0
2012-01-24 21:15:00,231264.0
2012-01-24 21:30:00,225883.0
2012-01-24 21:45:00,226517.0
2012-01-24 22:00:00,230763.0
2012-01-24 22:15:00,212204.0
2012-01-24 22:30:00,205654.0
2012-01-24 22:45:00,205873.0
2012-01-24 23:00:00,192999.0
2012-01-24 23:15:00,180948.0
2012-01-24 23:30:00,174816.0
2012-01-24 23:45:00,158736.0
2012-01-25 00:00:00,151338.0
2012-01-25 00:15:00,141591.0
2012-01-25 00:30:00,132276.0
2012-01-25 00:45:00,125898.0
2012-01-25 01:00:00,119746.0
2012-01-25 01:15:00,116425.0
2012-01-25 01:30:00,112671.0
2012-01-25 01:45:00,112435.0
2012-01-25 02:00:00,113768.0
2012-01-25 02:15:00,111790.0
2012-01-25 02:30:00,109833.0
2012-01-25 02:45:00,109354.0
2012-01-25 03:00:00,110185.0
2012-01-25 03:15:00,105135.0
2012-01-25 03:30:00,103703.0
2012-01-25 03:45:00,105977.0
2012-01-25 04:00:00,102357.0
2012-01-25 04:15:00,103787.0
2012-01-25 04:30:00,102435.0
2012-01-25 04:45:00,107035.0
2012-01-25 05:00:00,107064.0
2012-01-25 05:15:00,109020.0
2012-01-25 05:30:00,109823.0
2012-01-25 05:45:00,113915.0
2012-01-25 06:00:00,115869.0
2012-01-25 06:15:00,121883.0
2012-01-25 06:30:00,125672.0
2012-01-25 06:45:00,127194.0
2012-01-25 07:00:00,135816.0
2012-01-25 07:15:00,150218.0
2012-01-25 07:30:00,151203.0
2012-01-25 07:45:00,154157.0
2012-01-25 08:00:00,150592.0
2012-01-25 08:15:00,154015.0
2012-01-25 08:30:00,162948.0
2012-01-25 08:45:00,171188.0
2012-01-25 09:00:00,175366.0
2012-01-25 09:15:00,187386.0
2012-01-25 09:30:00,193035.0
2012-01-25 09:45:00,196034.0
2012-01-25 10:00:00,199963.0
2012-01-25 10:15:00,207924.0
2012-01-25 10:30:00,219535.0
2012-01-25 10:45:00,211378.0
2012-01-25 11:00:00,213874.0
2012-01-25 11:15:00,218881.0
2012-01-25 11:30:00,208970.0
2012-01-25 11:45:00,214144.0
2012-01-25 12:00:00,221398.0
2012-01-25 12:15:00,214991.0
2012-01-25 12:30:00,227271.0
2012-01-25 12:45:00,226668.0
2012-01-25 13:00:00,232283.0
2012-01-25 13:15:00,220872.0
2012-01-25 13:30:00,232986.0
2012-01-25 13:45:00,232766.0
2012-01-25 14:00:00,223145.0
2012-01-25 14:15:00,228632.0
2012-01-25 14:30:00,231575.0
2012-01-25 14:45:00,225749.0
2012-01-25 15:00:00,223894.0
2012-01-25 15:15:00,225904.0
2012-01-25 15:30:00,232187.0
2012-01-25 15:45:00,236084.0
2012-01-25 16:00:00,226910.0
2012-01-25 16:15:00,230384.0
2012-01-25 16:30:00,227964.0
2012-01-25 16:45:00,226497.0
2012-01-25 17:00:00,243618.0
2012-01-25 17:15:00,228282.0
2012-01-25 17:30:00,229637.0
2012-01-25 17:45:00,236181.0
2012-01-25 18:00:00,258550.0
2012-01-25 18:15:00,253507.0
2012-01-25 18:30:00,255039.0
2012-01-25 18:45:00,256010.0
2012-01-25 19:00:00,251792.0
2012-01-25 19:15:00,259834.0
2012-01-25 19:30:00,257069.0
2012-01-25 19:45:00,249264.0
2012-01-25 20:00:00,245673.0
2012-01-25 20:15:00,240792.0
2012-01-25 20:30:00,239938.0
2012-01-25 20:45:00,234188.0
2012-01-25 21:00:00,233248.0
2012-01-25 21:15:00,236319.0
2012-01-25 21:30:00,228820.0
2012-01-25 21:45:00,226198.0
2012-01-25 22:00:00,227733.0
2012-01-25 22:15:00,213231.0
2012-01-25 22:30:00,204027.0
2012-01-25 22:45:00,201091.0
2012-01-25 23:00:00,195794.0
2012-01-25 23:15:00,179341.0
2012-01-25 23:30:00,169664.0
2012-01-25 23:45:00,152367.0
2012-01-26 00:00:00,146632.0
2012-01-26 00:15:00,140191.0
2012-01-26 00:30:00,130498.0
2012-01-26 00:45:00,121672.0
2012-01-26 01:00:00,117346.0
2012-01-26 01:15:00,113533.0
2012-01-26 01:30:00,111433.0
2012-01-26 01:45:00,110430.0
2012-01-26 02:00:00,111675.0
2012-01-26 02:15:00,108070.0
2012-01-26 02:30:00,105356.0
2012-01-26 02:45:00,106841.0
2012-01-26 03:00:00,106632.0
2012-01-26 03:15:00,102386.0
2012-01-26 03:30:00,101161.0
2012-01-26 03:45:00,101930.0
2012-01-26 04:00:00,99637.0
2012-01-26 04:15:00,98647.0
2012-01-26 04:30:00,99459.0
2012-01-26 04:45:00,100624.0
2012-01-26 05:00:00,102428.0
2012-01-26 05:15:00,104410.0
2012-01-26 05:30:00,104646.0
2012-01-26 05:45:00,109139.0
2012-01-26 06:00:00,114869.0
2012-01-26 06:15:00,122755.0
2012-01-26 06:30:00,125214.0
2012-01-26 06:45:00,129596.0
2012-01-26 07:00:00,139033.0
2012-01-26 07:15:00,147888.0
2012-01-26 07:30:00,155902.0
2012-01-26 07:45:00,152629.0
2012-01-26 08:00:00,151748.0
2012-01-26 08:15:00,153525.0
2012-01-26 08:30:00,159974.0
2012-01-26 08:45:00,167464.0
2012-01-26 09:00:00,173880.0
2012-01-26 09:15:00,188359.0
2012-01-26 09:30:00,194862.0
2012-01-26 09:45:00,199433.0
2012-01-26 10:00:00,202165.0
2012-01-26 10:15:00,210957.0
2012-01-26 10:30:00,221657.0
2012-01-26 10:45:00,214054.0
2012-01-26 11:00:00,216465.0
2012-01-26 11:15:00,222286.0
2012-01-26 11:30:00,213816.0
2012-01-26 11:45:00,212853.0
2012-01-26 12:00:00,223984.0
2012-01-26 12:15:00,223217.0
2012-01-26 12:30:00,231095.0
2012-01-26 12:45:00,224298.0
2012-01-26 13:00:00,226618.0
2012-01-26 13:15:00,234997.0
2012-01-26 13:30:00,236886.0
2012-01-26 13:45:00,230861.0
2012-01-26 14:00:00,228481.0
2012-01-26 14:15:00,227013.0
2012-01-26 14:30:00,231594.0
2012-01-26 14:45:00,242946.0
2012-01-26 15:00:00,234400.0
2012-01-26 15:15:00,225924.0
2012-01-26 15:30:00,234054.0
2012-01-26 15:45:00,234651.0
2012-01-26 16:00:00,231612.0
2012-01-26 16:15:00,234370.0
2012-01-26 16:30:00,237086.0
2012-01-26 16:45:00,227834.0
2012-01-26 17:00:00,235825.0
2012-01-26 17:15:00,240088.0
2012-01-26 17:30:00,246369.0
2012-01-26 17:45:00,234920.0
2012-01-26 18:00:00,248967.0
2012-01-26 18:15:00,256542.0
2012-01-26 18:30:00,261168.0
2012-01-26 18:45:00,265434.0
2012-01-26 19:00:00,251285.0
2012-01-26 19:15:00,254401.0
2012-01-26 19:30:00,257240.0
2012-01-26 19:45:00,257102.0
2012-01-26 20:00:00,250332.0
2012-01-26 20:15:00,239977.0
2012-01-26 20:30:00,236691.0
2012-01-26 20:45:00,233875.0
2012-01-26 21:00:00,242526.0
2012-01-26 21:15:00,229652.0
2012-01-26 21:30:00,227209.0
2012-01-26 21:45:00,236437.0
2012-01-26 22:00:00,223483.0
2012-01-26 22:15:00,213412.0
2012-01-26 22:30:00,212001.0
2012-01-26 22:45:00,198632.0
2012-01-26 23:00:00,192528.0
2012-01-26 23:15:00,185439.0
2012-01-26 23:30:00,171707.0
2012-01-26 23:45:00,154463.0
2012-01-27 00:00:00,147742.0
2012-01-27 00:15:00,139599.0
2012-01-27 00:30:00,132503.0
2012-01-27 00:45:00,121439.0
2012-01-27 01:00:00,116916.0
2012-01-27 01:15:00,113294.0
2012-01-27 01:30:00,110862.0
2012-01-27 01:45:00,108741.0
2012-01-27 02:00:00,110729.0
2012-01-27 02:15:00,107828.0
2012-01-27 02:30:00,104651.0
2012-01-27 02:45:00,105661.0
2012-01-27 03:00:00,104038.0
2012-01-27 03:15:00,98757.0
2012-01-27 03:30:00,99520.0
2012-01-27 03:45:00,98679.0
2012-01-27 04:00:00,99363.0
2012-01-27 04:15:00,95852.0
2012-01-27 04:30:00,98153.0
2012-01-27 04:45:00,98283.0
2012-01-27 05:00:00,97566.0
2012-01-27 05:15:00,102141.0
2012-01-27 05:30:00,103806.0
2012-01-27 05:45:00,111803.0
2012-01-27 06:00:00,113398.0
2012-01-27 06:15:00,122494.0
2012-01-27 06:30:00,124378.0
2012-01-27 06:45:00,132326.0
2012-01-27 07:00:00,135386.0
2012-01-27 07:15:00,148746.0
2012-01-27 07:30:00,153198.0
2012-01-27 07:45:00,149597.0
2012-01-27 08:00:00,148703.0
2012-01-27 08:15:00,154384.0
2012-01-27 08:30:00,164532.0
2012-01-27 08:45:00,171402.0
2012-01-27 09:00:00,175674.0
2012-01-27 09:15:00,188375.0
2012-01-27 09:30:00,194705.0
2012-01-27 09:45:00,200405.0
2012-01-27 10:00:00,203683.0
2012-01-27 10:15:00,211922.0
2012-01-27 10:30:00,222042.0
2012-01-27 10:45:00,213124.0
2012-01-27 11:00:00,213652.0
2012-01-27 11:15:00,219852.0
2012-01-27 11:30:00,215789.0
2012-01-27 11:45:00,215961.0
2012-01-27 12:00:00,223162.0
2012-01-27 12:15:00,219575.0
2012-01-27 12:30:00,227050.0
2012-01-27 12:45:00,222011.0
2012-01-27 13:00:00,227624.0
2012-01-27 13:15:00,231646.0
2012-01-27 13:30:00,224736.0
2012-01-27 13:45:00,227649.0
2012-01-27 14:00:00,232256.0
2012-01-27 14:15:00,224555.0
2012-01-27 14:30:00,219416.0
2012-01-27 14:45:00,229290.0
2012-01-27 15:00:00,236755.0
2012-01-27 15:15:00,225501.0
2012-01-27 15:30:00,225766.0
2012-01-27 15:45:00,231588.0
2012-01-27 16:00:00,229361.0
2012-01-27 16:15:00,237794.0
2012-01-27 16:30:00,231836.0
2012-01-27 16:45:00,225656.0
2012-01-27 17:00:00,233078.0
2012-01-27 17:15:00,238592.0
2012-01-27 17:30:00,236973.0
2012-01-27 17:45:00,234279.0
2012-01-27 18:00:00,250889.0
2012-01-27 18:15:00,249509.0
2012-01-27 18:30:00,255684.0
2012-01-27 18:45:00,261747.0
2012-01-27 19:00:00,255373.0
2012-01-27 19:15:00,254457.0
2012-01-27 19:30:00,264223.0
2012-01-27 19:45:00,244040.0
2012-01-27 20:00:00,245069.0
2012-01-27 20:15:00,242084.0
2012-01-27 20:30:00,236756.0
2012-01-27 20:45:00,242467.0
2012-01-27 21:00:00,237680.0
2012-01-27 21:15:00,231019.0
2012-01-27 21:30:00,232224.0
2012-01-27 21:45:00,233131.0
2012-01-27 22:00:00,224887.0
2012-01-27 22:15:00,221225.0
2012-01-27 22:30:00,215825.0
2012-01-27 22:45:00,206135.0
2012-01-27 23:00:00,203690.0
2012-01-27 23:15:00,197436.0
2012-01-27 23:30:00,179591.0
2012-01-27 23:45:00,166628.0
2012-01-28 00:00:00,162806.0
2012-01-28 00:15:00,145571.0
2012-01-28 00:30:00,130922.0
2012-01-28 00:45:00,123150.0
2012-01-28 01:00:00,119612.0
2012-01-28 01:15:00,118445.0
2012-01-28 01:30:00,117244.0
2012-01-28 01:45:00,114629.0
2012-01-28 02:00:00,116004.0
2012-01-28 02:15:00,112914.0
2012-01-28 02:30:00,108199.0
2012-01-28 02:45:00,110007.0
2012-01-28 03:00:00,107372.0
2012-01-28 03:15:00,102740.0
2012-01-28 03:30:00,101803.0
2012-01-28 03:45:00,100148.0
2012-01-28 04:00:00,99939.0
2012-01-28 04:15:00,97536.0
2012-01-28 04:30:00,100437.0
2012-01-28 04:45:00,98966.0
2012-01-28 05:00:00,98377.0
2012-01-28 05:15:00,102233.0
2012-01-28 05:30:00,103477.0
2012-01-28 05:45:00,111276.0
2012-01-28 06:00:00,114108.0
2012-01-28 06:15:00,122312.0
2012-01-28 06:30:00,124270.0
2012-01-28 06:45:00,132867.0
2012-01-28 07:00:00,137421.0
2012-01-28 07:15:00,144719.0
2012-01-28 07:30:00,150405.0
2012-01-28 07:45:00,150111.0
2012-01-28 08:00:00,148245.0
2012-01-28 08:15:00,148783.0
2012-01-28 08:30:00,157053.0
2012-01-28 08:45:00,165103.0
2012-01-28 09:00:00,175618.0
2012-01-28 09:15:00,188398.0
2012-01-28 09:30:00,195149.0
2012-01-28 09:45:00,197876.0
2012-01-28 10:00:00,202148.0
2012-01-28 10:15:00,210370.0
2012-01-28 10:30:00,222129.0
2012-01-28 10:45:00,214299.0
2012-01-28 11:00:00,214712.0
2012-01-28 11:15:00,221575.0
2012-01-28 11:30:00,219966.0
2012-01-28 11:45:00,217657.0
2012-01-28 12:00:00,224487.0
2012-01-28 12:15:00,229244.0
2012-01-28 12:30:00,230317.0
2012-01-28 12:45:00,224912.0
2012-01-28 13:00:00,229826.0
2012-01-28 13:15:00,233446.0
2012-01-28 13:30:00,227154.0
2012-01-28 13:45:00,240435.0
2012-01-28 14:00:00,222425.0
2012-01-28 14:15:00,218685.0
2012-01-28 14:30:00,228944.0
2012-01-28 14:45:00,233053.0
2012-01-28 15:00:00,228864.0
2012-01-28 15:15:00,233214.0
2012-01-28 15:30:00,227843.0
2012-01-28 15:45:00,236031.0
2012-01-28 16:00:00,232722.0
2012-01-28 16:15:00,230473.0
2012-01-28 16:30:00,241232.0
2012-01-28 16:45:00,231282.0
2012-01-28 17:00:00,236591.0
2012-01-28 17:15:00,238517.0
2012-01-28 17:30:00,233625.0
2012-01-28 17:45:00,232294.0
2012-01-28 18:00:00,248420.0
2012-01-28 18:15:00,256687.0
2012-01-28 18:30:00,260149.0
2012-01-28 18:45:00,257819.0
2012-01-28 19:00:00,264040.0
2012-01-28 19:15:00,262622.0
2012-01-28 19:30:00,255433.0
2012-01-28 19:45:00,257483.0
2012-01-28 20:00:00,243169.0
2012-01-28 20:15:00,240914.0
2012-01-28 20:30:00,238747.0
2012-01-28 20:45:00,240598.0
2012-01-28 21:00:00,232895.0
2012-01-28 21:15:00,235967.0
2012-01-28 21:30:00,229654.0
2012-01-28 21:45:00,226905.0
2012-01-28 22:00:00,232617.0
2012-01-28 22:15:00,215294.0
2012-01-28 22:30:00,208688.0
2012-01-28 22:45:00,214004.0
2012-01-28 23:00:00,200803.0
2012-01-28 23:15:00,190138.0
2012-01-28 23:30:00,187677.0
2012-01-28 23:45:00,166798.0
2012-01-29 00:00:00,160303.0
2012-01-29 00:15:00,146526.0
2012-01-29 00:30:00,135520.0
2012-01-29 00:45:00,125425.0
2012-01-29 01:00:00,120493.0
2012-01-29 01:15:00,117310.0
2012-01-29 01:30:00,114321.0
2012-01-29 01:45:00,113186.0
2012-01-29 02:00:00,114827.0
2012-01-29 02:15:00,111612.0
2012-01-29 02:30:00,109590.0
2012-01-29 02:45:00,110296.0
2012-01-29 03:00:00,110236.0
2012-01-29 03:15:00,106497.0
2012-01-29 03:30:00,104971.0
2012-01-29 03:45:00,102241.0
2012-01-29 04:00:00,95929.0
2012-01-29 04:15:00,94143.0
2012-01-29 04:30:00,98036.0
2012-01-29 04:45:00,95392.0
2012-01-29 05:00:00,94484.0
2012-01-29 05:15:00,96134.0
2012-01-29 05:30:00,99565.0
2012-01-29 05:45:00,101728.0
2012-01-29 06:00:00,104278.0
2012-01-29 06:15:00,112925.0
2012-01-29 06:30:00,119728.0
2012-01-29 06:45:00,128120.0
2012-01-29 07:00:00,132288.0
2012-01-29 07:15:00,137361.0
2012-01-29 07:30:00,142689.0
2012-01-29 07:45:00,139042.0
2012-01-29 08:00:00,139231.0
2012-01-29 08:15:00,140956.0
2012-01-29 08:30:00,147928.0
2012-01-29 08:45:00,156360.0
2012-01-29 09:00:00,164116.0
2012-01-29 09:15:00,184578.0
2012-01-29 09:30:00,192522.0
2012-01-29 09:45:00,195047.0
2012-01-29 10:00:00,200284.0
2012-01-29 10:15:00,208206.0
2012-01-29 10:30:00,219154.0
2012-01-29 10:45:00,212771.0
2012-01-29 11:00:00,213094.0
2012-01-29 11:15:00,221899.0
2012-01-29 11:30:00,215515.0
2012-01-29 11:45:00,213753.0
2012-01-29 12:00:00,223233.0
2012-01-29 12:15:00,221496.0
2012-01-29 12:30:00,220481.0
2012-01-29 12:45:00,223255.0
2012-01-29 13:00:00,222427.0
2012-01-29 13:15:00,219200.0
2012-01-29 13:30:00,218605.0
2012-01-29 13:45:00,235359.0
2012-01-29 14:00:00,219178.0
2012-01-29 14:15:00,216894.0
2012-01-29 14:30:00,219008.0
2012-01-29 14:45:00,218380.0
2012-01-29 15:00:00,225802.0
2012-01-29 15:15:00,226913.0
2012-01-29 15:30:00,213648.0
2012-01-29 15:45:00,220659.0
2012-01-29 16:00:00,226424.0
2012-01-29 16:15:00,222921.0
2012-01-29 16:30:00,228521.0
2012-01-29 16:45:00,224706.0
2012-01-29 17:00:00,230028.0
2012-01-29 17:15:00,225140.0
2012-01-29 17:30:00,229355.0
2012-01-29 17:45:00,233347.0
2012-01-29 18:00:00,228937.0
2012-01-29 18:15:00,239737.0
2012-01-29 18:30:00,257035.0
2012-01-29 18:45:00,255905.0
2012-01-29 19:00:00,250187.0
2012-01-29 19:15:00,253057.0
2012-01-29 19:30:00,244708.0
2012-01-29 19:45:00,249481.0
2012-01-29 20:00:00,244614.0
2012-01-29 20:15:00,237763.0
2012-01-29 20:30:00,231649.0
2012-01-29 20:45:00,232998.0
2012-01-29 21:00:00,226399.0
2012-01-29 21:15:00,226505.0
2012-01-29 21:30:00,226112.0
2012-01-29 21:45:00,219550.0
2012-01-29 22:00:00,218053.0
2012-01-29 22:15:00,213543.0
2012-01-29 22:30:00,194064.0
2012-01-29 22:45:00,185448.0
2012-01-29 23:00:00,190289.0
2012-01-29 23:15:00,170624.0
2012-01-29 23:30:00,158432.0
2012-01-29 23:45:00,150123.0
2012-01-30 00:00:00,144941.0
2012-01-30 00:15:00,137275.0
2012-01-30 00:30:00,130899.0
2012-01-30 00:45:00,118769.0
2012-01-30 01:00:00,114062.0
2012-01-30 01:15:00,109947.0
2012-01-30 01:30:00,107809.0
2012-01-30 01:45:00,106929.0
2012-01-30 02:00:00,107182.0
2012-01-30 02:15:00,105077.0
2012-01-30 02:30:00,105077.0
2012-01-30 02:45:00,106460.0
2012-01-30 03:00:00,104104.0
2012-01-30 03:15:00,101712.0
2012-01-30 03:30:00,99257.0
2012-01-30 03:45:00,101119.0
2012-01-30 04:00:00,106689.0
2012-01-30 04:15:00,101687.0
2012-01-30 04:30:00,101588.0
2012-01-30 04:45:00,100707.0
2012-01-30 05:00:00,99607.0
2012-01-30 05:15:00,103789.0
2012-01-30 05:30:00,106439.0
2012-01-30 05:45:00,109690.0
2012-01-30 06:00:00,112881.0
2012-01-30 06:15:00,121351.0
2012-01-30 06:30:00,125477.0
2012-01-30 06:45:00,132647.0
2012-01-30 07:00:00,135652.0
2012-01-30 07:15:00,146213.0
2012-01-30 07:30:00,148290.0
2012-01-30 07:45:00,149317.0
2012-01-30 08:00:00,148544.0
2012-01-30 08:15:00,151316.0
2012-01-30 08:30:00,158078.0
2012-01-30 08:45:00,167989.0
2012-01-30 09:00:00,172241.0
2012-01-30 09:15:00,186269.0
2012-01-30 09:30:00,193818.0
2012-01-30 09:45:00,194447.0
2012-01-30 10:00:00,196964.0
2012-01-30 10:15:00,205181.0
2012-01-30 10:30:00,216928.0
2012-01-30 10:45:00,211583.0
2012-01-30 11:00:00,212117.0
2012-01-30 11:15:00,219611.0
2012-01-30 11:30:00,212308.0
2012-01-30 11:45:00,215465.0
2012-01-30 12:00:00,218208.0
2012-01-30 12:15:00,221260.0
2012-01-30 12:30:00,227510.0
2012-01-30 12:45:00,223381.0
2012-01-30 13:00:00,230885.0
2012-01-30 13:15:00,226061.0
2012-01-30 13:30:00,227372.0
2012-01-30 13:45:00,234448.0
2012-01-30 14:00:00,222027.0
2012-01-30 14:15:00,219884.0
2012-01-30 14:30:00,224791.0
2012-01-30 14:45:00,228816.0
2012-01-30 15:00:00,226390.0
2012-01-30 15:15:00,234955.0
2012-01-30 15:30:00,225882.0
2012-01-30 15:45:00,229770.0
2012-01-30 16:00:00,236416.0
2012-01-30 16:15:00,230464.0
2012-01-30 16:30:00,227646.0
2012-01-30 16:45:00,238804.0
2012-01-30 17:00:00,231525.0
2012-01-30 17:15:00,234365.0
2012-01-30 17:30:00,234356.0
2012-01-30 17:45:00,234664.0
2012-01-30 18:00:00,239952.0
2012-01-30 18:15:00,260954.0
2012-01-30 18:30:00,251569.0
2012-01-30 18:45:00,253828.0
2012-01-30 19:00:00,256285.0
2012-01-30 19:15:00,254528.0
2012-01-30 19:30:00,257297.0
2012-01-30 19:45:00,256807.0
2012-01-30 20:00:00,248500.0
2012-01-30 20:15:00,249491.0
2012-01-30 20:30:00,239746.0
2012-01-30 20:45:00,243646.0
2012-01-30 21:00:00,245015.0
2012-01-30 21:15:00,236682.0
2012-01-30 21:30:00,230134.0
2012-01-30 21:45:00,232976.0
2012-01-30 22:00:00,236884.0
2012-01-30 22:15:00,215862.0
2012-01-30 22:30:00,207009.0
2012-01-30 22:45:00,208260.0
2012-01-30 23:00:00,196889.0
2012-01-30 23:15:00,194796.0
2012-01-30 23:30:00,179145.0
2012-01-30 23:45:00,157405.0
2012-01-31 00:00:00,145748.0
2012-01-31 00:15:00,137055.0
2012-01-31 00:30:00,128835.0
2012-01-31 00:45:00,118456.0
2012-01-31 01:00:00,113524.0
2012-01-31 01:15:00,110869.0
2012-01-31 01:30:00,107659.0
2012-01-31 01:45:00,108447.0
2012-01-31 02:00:00,106805.0
2012-01-31 02:15:00,105942.0
2012-01-31 02:30:00,105566.0
2012-01-31 02:45:00,105339.0
2012-01-31 03:00:00,104242.0
2012-01-31 03:15:00,99545.0
2012-01-31 03:30:00,100343.0
2012-01-31 03:45:00,99020.0
2012-01-31 04:00:00,97068.0
2012-01-31 04:15:00,94471.0
2012-01-31 04:30:00,96401.0
2012-01-31 04:45:00,102380.0
2012-01-31 05:00:00,97935.0
2012-01-31 05:15:00,99919.0
2012-01-31 05:30:00,101839.0
2012-01-31 05:45:00,105963.0
2012-01-31 06:00:00,108206.0
2012-01-31 06:15:00,116050.0
2012-01-31 06:30:00,122326.0
2012-01-31 06:45:00,127124.0
2012-01-31 07:00:00,136788.0
2012-01-31 07:15:00,144613.0
2012-01-31 07:30:00,145266.0
2012-01-31 07:45:00,152380.0
2012-01-31 08:00:00,150690.0
2012-01-31 08:15:00,153102.0
2012-01-31 08:30:00,157469.0
2012-01-31 08:45:00,167196.0
2012-01-31 09:00:00,172153.0
2012-01-31 09:15:00,189066.0
2012-01-31 09:30:00,196515.0
2012-01-31 09:45:00,198156.0
2012-01-31 10:00:00,197177.0
2012-01-31 10:15:00,207753.0
2012-01-31 10:30:00,221163.0
2012-01-31 10:45:00,214174.0
2012-01-31 11:00:00,216509.0
2012-01-31 11:15:00,221258.0
2012-01-31 11:30:00,214956.0
2012-01-31 11:45:00,217390.0
2012-01-31 12:00:00,220826.0
2012-01-31 12:15:00,218080.0
2012-01-31 12:30:00,223161.0
2012-01-31 12:45:00,225507.0
2012-01-31 13:00:00,234701.0
2012-01-31 13:15:00,230058.0
2012-01-31 13:30:00,225214.0
2012-01-31 13:45:00,227494.0
2012-01-31 14:00:00,225374.0
2012-01-31 14:15:00,234555.0
2012-01-31 14:30:00,235077.0
2012-01-31 14:45:00,227404.0
2012-01-31 15:00:00,228955.0
2012-01-31 15:15:00,226636.0
2012-01-31 15:30:00,226315.0
2012-01-31 15:45:00,237386.0
2012-01-31 16:00:00,233028.0
2012-01-31 16:15:00,222467.0
2012-01-31 16:30:00,228894.0
2012-01-31 16:45:00,236483.0
2012-01-31 17:00:00,232402.0
2012-01-31 17:15:00,239351.0
2012-01-31 17:30:00,239718.0
2012-01-31 17:45:00,233169.0
2012-01-31 18:00:00,238412.0
2012-01-31 18:15:00,251941.0
2012-01-31 18:30:00,254703.0
2012-01-31 18:45:00,255007.0
2012-01-31 19:00:00,262775.0
2012-01-31 19:15:00,251127.0
2012-01-31 19:30:00,253975.0
2012-01-31 19:45:00,256085.0
2012-01-31 20:00:00,248842.0
2012-01-31 20:15:00,239023.0
2012-01-31 20:30:00,241654.0
2012-01-31 20:45:00,235397.0
2012-01-31 21:00:00,233810.0
2012-01-31 21:15:00,236517.0
2012-01-31 21:30:00,227505.0
2012-01-31 21:45:00,225760.0
2012-01-31 22:00:00,230170.0
2012-01-31 22:15:00,213671.0
2012-01-31 22:30:00,202979.0
2012-01-31 22:45:00,206254.0
2012-01-31 23:00:00,193516.0
2012-01-31 23:15:00,179390.0
2012-01-31 23:30:00,169697.0
2012-01-31 23:45:00,153429.0
2012-02-01 00:00:00,146917.0
2012-02-01 00:15:00,139540.0
2012-02-01 00:30:00,127095.0
2012-02-01 00:45:00,119458.0
2012-02-01 01:00:00,114690.0
2012-02-01 01:15:00,112149.0
2012-02-01 01:30:00,108412.0
2012-02-01 01:45:00,107544.0
2012-02-01 02:00:00,108442.0
2012-02-01 02:15:00,106826.0
2012-02-01 02:30:00,106061.0
2012-02-01 02:45:00,108391.0
2012-02-01 03:00:00,106631.0
2012-02-01 03:15:00,101753.0
2012-02-01 03:30:00,101085.0
2012-02-01 03:45:00,100864.0
2012-02-01 04:00:00,99857.0
2012-02-01 04:15:00,100721.0
2012-02-01 04:30:00,101779.0
2012-02-01 04:45:00,99779.0
2012-02-01 05:00:00,101611.0
2012-02-01 05:15:00,103889.0
2012-02-01 05:30:00,106697.0
2012-02-01 05:45:00,114084.0
2012-02-01 06:00:00,116747.0
2012-02-01 06:15:00,123851.0
2012-02-01 06:30:00,123549.0
2012-02-01 06:45:00,130663.0
2012-02-01 07:00:00,136542.0
2012-02-01 07:15:00,150545.0
2012-02-01 07:30:00,156550.0
2012-02-01 07:45:00,153096.0
2012-02-01 08:00:00,150976.0
2012-02-01 08:15:00,155488.0
2012-02-01 08:30:00,162779.0
2012-02-01 08:45:00,171713.0
2012-02-01 09:00:00,176560.0
2012-02-01 09:15:00,190572.0
